source,original_path,last_commit,last_commit_date,bytes,recovered_as,status
.windsurf/plans,.windsurf/plans/01_apps-rg-master-governed-runtime-hardening.md,153652b9eb3,2026-06-07 06:37:48 -0400,77788,01_apps-rg-master-governed-runtime-hardening.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/02_apps-rg-structured-resume-refactor-f8c2a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,52147,02_apps-rg-structured-resume-refactor-f8c2a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/03_apps-rg-l4-boundary-hardening-c8f2a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,21452,03_apps-rg-l4-boundary-hardening-c8f2a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/04_apps-rg-c0-architecture-analysis-f3d8b2.md,153652b9eb3,2026-06-07 06:37:48 -0400,35143,04_apps-rg-c0-architecture-analysis-f3d8b2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/10c-binding-wave-sweep-a3f2e7.md,153652b9eb3,2026-06-07 06:37:48 -0400,8418,10c-binding-wave-sweep-a3f2e7.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/10c-proof-depth-remediation-a9f9af.md,153652b9eb3,2026-06-07 06:37:48 -0400,14657,10c-proof-depth-remediation-a9f9af.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/RCA_adg_violations_precommit_gap.md,21c9eca9308,2026-04-04 06:31:02 -0400,5397,RCA_adg_violations_precommit_gap.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/_archive/2026-04/apps-eval-harness-parity-f8d4a2.md,153652b9eb3,2026-06-07 06:37:48 -0400,21377,apps-eval-harness-parity-f8d4a2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/apps-lic-deferred-scope-followup-d3f9b2.md,153652b9eb3,2026-06-07 06:37:48 -0400,12898,apps-lic-deferred-scope-followup-d3f9b2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/apps-qna-c0-fec-producer-wiring-d4f1e8.md,153652b9eb3,2026-06-07 06:37:48 -0400,4500,apps-qna-c0-fec-producer-wiring-d4f1e8.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/apps-qna-deferred-e5-f7a2b1.md,153652b9eb3,2026-06-07 06:37:48 -0400,10877,apps-qna-deferred-e5-f7a2b1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/apps-underwriting-ai-c0-fec-producer-wiring-f6b3d9.md,153652b9eb3,2026-06-07 06:37:48 -0400,3392,apps-underwriting-ai-c0-fec-producer-wiring-f6b3d9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/author-gate-four-req-enforcement-c4d2a8.md,153652b9eb3,2026-06-07 06:37:48 -0400,12340,author-gate-four-req-enforcement-c4d2a8.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/author-gate-pipeline-hardening-d7e3f9.md,153652b9eb3,2026-06-07 06:37:48 -0400,5394,author-gate-pipeline-hardening-d7e3f9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/c0-context-engine-wiring-fix-9e42a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,14505,c0-context-engine-wiring-fix-9e42a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/harness-enforcement-rename-a8f21c.md,153652b9eb3,2026-06-07 06:37:48 -0400,16802,harness-enforcement-rename-a8f21c.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-04/llm-as-judge-hardening-anthropic-e7b1a4.md,153652b9eb3,2026-06-07 06:37:48 -0400,11163,llm-as-judge-hardening-anthropic-e7b1a4.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/ag-queue-drain-b7e4c1.md,153652b9eb3,2026-06-07 06:37:48 -0400,13648,ag-queue-drain-b7e4c1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-eval-agentic-spine-hardening-9d4f2e.md,153652b9eb3,2026-06-07 06:37:48 -0400,8309,apps-eval-agentic-spine-hardening-9d4f2e.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-eval-harness-closeout-b7c9d2.md,153652b9eb3,2026-06-07 06:37:48 -0400,9678,apps-eval-harness-closeout-b7c9d2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-eval-harness-deferred-e4a1b7.md,153652b9eb3,2026-06-07 06:37:48 -0400,13560,apps-eval-harness-deferred-e4a1b7.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-eval-harness-phase2-b5f3c1.md,153652b9eb3,2026-06-07 06:37:48 -0400,7477,apps-eval-harness-phase2-b5f3c1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-exec-c0-fec-producer-wiring-c2e8a5.md,153652b9eb3,2026-06-07 06:37:48 -0400,2515,apps-exec-c0-fec-producer-wiring-c2e8a5.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-calibration-holdout-e8f1c4.md,153652b9eb3,2026-06-07 06:37:48 -0400,11418,apps-lic-calibration-holdout-e8f1c4.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-canonical-spine-wireup-e7c2a5.md,153652b9eb3,2026-06-07 06:37:48 -0400,53655,apps-lic-canonical-spine-wireup-e7c2a5.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-deferred-scope-followup-8c3e2a.md,153652b9eb3,2026-06-07 06:37:48 -0400,6011,apps-lic-deferred-scope-followup-8c3e2a.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-holdout-realtraffic-followup-b2d9f3.md,153652b9eb3,2026-06-07 06:37:48 -0400,7800,apps-lic-holdout-realtraffic-followup-b2d9f3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-infra-prerequisites-unblock-p2p3.md,153652b9eb3,2026-06-07 06:37:48 -0400,12511,apps-lic-infra-prerequisites-unblock-p2p3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-p2p3-deferred-scope-activation.md,153652b9eb3,2026-06-07 06:37:48 -0400,8570,apps-lic-p2p3-deferred-scope-activation.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-p2p3-deferred-scope-collection.md,153652b9eb3,2026-06-07 06:37:48 -0400,7327,apps-lic-p2p3-deferred-scope-collection.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-p2p3-deferred-scope-execution.md,153652b9eb3,2026-06-07 06:37:48 -0400,8960,apps-lic-p2p3-deferred-scope-execution.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-p3-multi-touch-resurfacing-readiness.md,153652b9eb3,2026-06-07 06:37:48 -0400,12317,apps-lic-p3-multi-touch-resurfacing-readiness.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-production-migration-d4d5-a1b2c3.md,153652b9eb3,2026-06-07 06:37:48 -0400,3664,apps-lic-production-migration-d4d5-a1b2c3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-lic-signal-enhancements-p2p3-spine-aligned.md,153652b9eb3,2026-06-07 06:37:48 -0400,22741,apps-lic-signal-enhancements-p2p3-spine-aligned.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-deferred-e1e3e5-3d3708.md,153652b9eb3,2026-06-07 06:37:48 -0400,6562,apps-qna-deferred-e1e3e5-3d3708.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-e1-index-populate-d4366e.md,153652b9eb3,2026-06-07 06:37:48 -0400,6341,apps-qna-e1-index-populate-d4366e.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-grounded-spine-refactor-f5a2c9.md,153652b9eb3,2026-06-07 06:37:48 -0400,44407,apps-qna-grounded-spine-refactor-f5a2c9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-judge-calibration-deferred-d4e8f2.md,153652b9eb3,2026-06-07 06:37:48 -0400,9018,apps-qna-judge-calibration-deferred-d4e8f2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-remaining-e1e2e3e5-54b6c7.md,153652b9eb3,2026-06-07 06:37:48 -0400,6571,apps-qna-remaining-e1e2e3e5-54b6c7.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-spine-deferred-e9c5b3.md,153652b9eb3,2026-06-07 06:37:48 -0400,3692,apps-qna-spine-deferred-e9c5b3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-qna-spine-integration-e9c5b3.md,153652b9eb3,2026-06-07 06:37:48 -0400,21663,apps-qna-spine-integration-e9c5b3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-c0-runtime-wiring-f4a8b2.md,153652b9eb3,2026-06-07 06:37:48 -0400,4894,apps-repo-brief-c0-runtime-wiring-f4a8b2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-closeout-impl-b3e7a2.md,153652b9eb3,2026-06-07 06:37:48 -0400,3791,apps-repo-brief-closeout-impl-b3e7a2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-deferred-scope-closeout-a7d2f1.md,153652b9eb3,2026-06-07 06:37:48 -0400,9946,apps-repo-brief-deferred-scope-closeout-a7d2f1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-l3-workflow-e2c7d9.md,153652b9eb3,2026-06-07 06:37:48 -0400,5421,apps-repo-brief-l3-workflow-e2c7d9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-plan3-deferred-scope-b9e4c1.md,153652b9eb3,2026-06-07 06:37:48 -0400,21056,apps-repo-brief-plan3-deferred-scope-b9e4c1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-plan3-zero-loss-overwrite.md,153652b9eb3,2026-06-07 06:37:48 -0400,57108,apps-repo-brief-plan3-zero-loss-overwrite.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-repo-brief-plan4-spine-handoff-f2a3c8.md,153652b9eb3,2026-06-07 06:37:48 -0400,6776,apps-repo-brief-plan4-spine-handoff-f2a3c8.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-research-c0-fec-producer-wiring-e7a2c3.md,153652b9eb3,2026-06-07 06:37:48 -0400,3095,apps-research-c0-fec-producer-wiring-e7a2c3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-research-deferred-scope-b7e3d2.md,153652b9eb3,2026-06-07 06:37:48 -0400,7161,apps-research-deferred-scope-b7e3d2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-research-spine-alignment-d4e8f2.md,153652b9eb3,2026-06-07 06:37:48 -0400,25562,apps-research-spine-alignment-d4e8f2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rfp-c0-fec-producer-wiring-b9d4f1.md,153652b9eb3,2026-06-07 06:37:48 -0400,2568,apps-rfp-c0-fec-producer-wiring-b9d4f1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-cache-followon-deferred-c7d3a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,5014,apps-rg-cache-followon-deferred-c7d3a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-canonical-wireup-c8a4f2.md,153652b9eb3,2026-06-07 06:37:48 -0400,32386,apps-rg-canonical-wireup-c8a4f2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-deferred-scope-followon-d4e1b9.md,153652b9eb3,2026-06-07 06:37:48 -0400,8581,apps-rg-deferred-scope-followon-d4e1b9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-l0-cache-deferred-scope-b8e2f4.md,153652b9eb3,2026-06-07 06:37:48 -0400,10013,apps-rg-l0-cache-deferred-scope-b8e2f4.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-l0-wiring-gap-remediation-f3c9d1.md,153652b9eb3,2026-06-07 06:37:48 -0400,12152,apps-rg-l0-wiring-gap-remediation-f3c9d1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-l2-recipe-adapter-final-core-bound-d9f4a2.md,153652b9eb3,2026-06-07 06:37:48 -0400,9521,apps-rg-l2-recipe-adapter-final-core-bound-d9f4a2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-pa-deferred-runtime-wiring-b3e9f4.md,153652b9eb3,2026-06-07 06:37:48 -0400,5320,apps-rg-pa-deferred-runtime-wiring-b3e9f4.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-pa-hardening-same-grain-a4f7c2.md,153652b9eb3,2026-06-07 06:37:48 -0400,7802,apps-rg-pa-hardening-same-grain-a4f7c2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-rg-spine-deferred-followup-d4e7b2.md,153652b9eb3,2026-06-07 06:37:48 -0400,15643,apps-rg-spine-deferred-followup-d4e7b2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-underwriting-ai-d3-rationale-judge-f2c8d5.md,153652b9eb3,2026-06-07 06:37:48 -0400,4638,apps-underwriting-ai-d3-rationale-judge-f2c8d5.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-underwriting-ai-deferred-scope-e8b2f4.md,153652b9eb3,2026-06-07 06:37:48 -0400,9884,apps-underwriting-ai-deferred-scope-e8b2f4.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-underwriting-ai-rationale-judge-deferred-d4e7a2.md,153652b9eb3,2026-06-07 06:37:48 -0400,12120,apps-underwriting-ai-rationale-judge-deferred-d4e7a2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps-underwriting-ai-spine-hardening-d7f3b2.md,153652b9eb3,2026-06-07 06:37:48 -0400,24103,apps-underwriting-ai-spine-hardening-d7f3b2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/apps_rg_agentic_spine_refactor_plan.md,153652b9eb3,2026-06-07 06:37:48 -0400,39607,apps_rg_agentic_spine_refactor_plan.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/author-gate-bandit-arrow2-closure-d7c4e9.md,153652b9eb3,2026-06-07 06:37:48 -0400,15976,author-gate-bandit-arrow2-closure-d7c4e9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/author-gate-canonical-emitter-rca-c7f9d1.md,153652b9eb3,2026-06-07 06:37:48 -0400,4162,author-gate-canonical-emitter-rca-c7f9d1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/author-gate-pre-response-guard-d3e8a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,5796,author-gate-pre-response-guard-d3e8a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/bge-m3-deferred-scope-d9f1e3.md,153652b9eb3,2026-06-07 06:37:48 -0400,6470,bge-m3-deferred-scope-d9f1e3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/bge-m3-deferred-scope-remaining-c4e7a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,4586,bge-m3-deferred-scope-remaining-c4e7a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/bge-m3-gap-closure-c8f3a2.md,153652b9eb3,2026-06-07 06:37:48 -0400,11623,bge-m3-gap-closure-c8f3a2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/ci-gate-100pct-burndown-c9f3d1.md,153652b9eb3,2026-06-07 06:37:48 -0400,5039,ci-gate-100pct-burndown-c9f3d1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/ci-gate-remediation-p0-p3-f8d3c2.md,153652b9eb3,2026-06-07 06:37:48 -0400,6550,ci-gate-remediation-p0-p3-f8d3c2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/ci-hardening-dedup-a8c4f1.md,153652b9eb3,2026-06-07 06:37:48 -0400,5087,ci-hardening-dedup-a8c4f1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/deferred-scope-ds2-ds3-ds7-c9e4f1.md,153652b9eb3,2026-06-07 06:37:48 -0400,5525,deferred-scope-ds2-ds3-ds7-c9e4f1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/fortknox-certification-discipline-fb2a9e.md,153652b9eb3,2026-06-07 06:37:48 -0400,6157,fortknox-certification-discipline-fb2a9e.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/github-workflows-consolidation-c4f7a9.md,153652b9eb3,2026-06-07 06:37:48 -0400,4531,github-workflows-consolidation-c4f7a9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/notion-plans-status-enforcement-7a1e2d.md,153652b9eb3,2026-06-07 06:37:48 -0400,9752,notion-plans-status-enforcement-7a1e2d.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/notion-schema-refactor-cleanup-9f2e4a.md,153652b9eb3,2026-06-07 06:37:48 -0400,2981,notion-schema-refactor-cleanup-9f2e4a.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/otel-collector-infra-hardening-a6f3b2.md,153652b9eb3,2026-06-07 06:37:48 -0400,4027,otel-collector-infra-hardening-a6f3b2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/p1p2-burndown-followup-a2e4c7.md,153652b9eb3,2026-06-07 06:37:48 -0400,12832,p1p2-burndown-followup-a2e4c7.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/underwriting-judge-deferred-scope-d9b2a4.md,153652b9eb3,2026-06-07 06:37:48 -0400,8755,underwriting-judge-deferred-scope-d9b2a4.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/2026-05/underwriting-judge-remaining-deferred-b3c1f9.md,153652b9eb3,2026-06-07 06:37:48 -0400,8923,underwriting-judge-remaining-deferred-b3c1f9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/_archive/apps-rg-pa-prompt-hardening-a7f3d2.md,153652b9eb3,2026-06-07 06:37:48 -0400,10401,apps-rg-pa-prompt-hardening-a7f3d2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/acceptance-gates-master-tracking-b5c3e1.md,153652b9eb3,2026-06-07 06:37:48 -0400,7666,acceptance-gates-master-tracking-b5c3e1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-antipattern-hardening-e5a569.md,153652b9eb3,2026-06-07 06:37:48 -0400,9532,adg-antipattern-hardening-e5a569.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-architectural-p0-violations-cleanup-bced9c.md,153652b9eb3,2026-06-07 06:37:48 -0400,2791,adg-architectural-p0-violations-cleanup-bced9c.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-archive-rca-incomplete-archive.md,6477883502e,2026-04-27 08:55:24 -0400,5396,adg-archive-rca-incomplete-archive.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-audit-pipeline-integration-7f2c93.md,153652b9eb3,2026-06-07 06:37:48 -0400,25648,adg-audit-pipeline-integration-7f2c93.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-cascading-ratchet-defer-exit-a41828.md,153652b9eb3,2026-06-07 06:37:48 -0400,2738,adg-cascading-ratchet-defer-exit-a41828.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-chromadb-retrieval-assessment-8a3f2b.md,153652b9eb3,2026-06-07 06:37:48 -0400,28496,adg-chromadb-retrieval-assessment-8a3f2b.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-ci-agentic-core-purity-a7c3e9.md,153652b9eb3,2026-06-07 06:37:48 -0400,24937,adg-ci-agentic-core-purity-a7c3e9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-ci-gate-hardening-deferred-b4e3c9.md,c79c0aee858,2026-05-06 06:39:51 -0400,5370,adg-ci-gate-hardening-deferred-b4e3c9.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-ci-spine-delegation-gate-438b16.md,153652b9eb3,2026-06-07 06:37:48 -0400,10836,adg-ci-spine-delegation-gate-438b16.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-compat-shim-retire-a1c0de.md,6477883502e,2026-04-27 08:55:24 -0400,3158,adg-compat-shim-retire-a1c0de.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-config-ssot-audit-c7e4a2.md,153652b9eb3,2026-06-07 06:37:48 -0400,15261,adg-config-ssot-audit-c7e4a2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-config-ssot-deferred-d7e3a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,4395,adg-config-ssot-deferred-d7e3a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-config-ssot-redis-otel-deferred-f7a3d2.md,153652b9eb3,2026-06-07 06:37:48 -0400,3475,adg-config-ssot-redis-otel-deferred-f7a3d2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-config-ssot-uber-deferred-e8f2a3.md,153652b9eb3,2026-06-07 06:37:48 -0400,4798,adg-config-ssot-uber-deferred-e8f2a3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-coverage-hardening-phase0-e6b295.md,6477883502e,2026-04-27 08:55:24 -0400,4681,adg-coverage-hardening-phase0-e6b295.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-dead-code-waves-efg-b2e4f7.md,6477883502e,2026-04-27 08:55:24 -0400,10324,adg-dead-code-waves-efg-b2e4f7.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-deferred-investigations-b5d9f2.md,e37f53042c6,2026-05-06 06:55:44 -0400,5375,adg-deferred-investigations-b5d9f2.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-distilled-followups-c8e4a1.md,153652b9eb3,2026-06-07 06:37:48 -0400,13297,adg-distilled-followups-c8e4a1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-enforcement-hardening-p1-p8-7e9c4a.md,8fa92ca1cd2,2026-05-06 07:30:56 -0400,4047,adg-enforcement-hardening-p1-p8-7e9c4a.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-fail-aggregating-gate-chain-9d4e1f.md,8fa92ca1cd2,2026-05-06 07:30:56 -0400,13109,adg-fail-aggregating-gate-chain-9d4e1f.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-gap-remediation-wave-plan-ae5b42.md,c79c0aee858,2026-05-06 06:39:51 -0400,22108,adg-gap-remediation-wave-plan-ae5b42.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-generation-rca-351a91.md,c79c0aee858,2026-05-06 06:39:51 -0400,2782,adg-generation-rca-351a91.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-integrity-gates-e0d532.md,6477883502e,2026-04-27 08:55:24 -0400,7594,adg-integrity-gates-e0d532.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-l2-execution-review-d6bcbb.md,41dafddcfc7,2026-04-04 07:19:10 -0400,11322,adg-l2-execution-review-d6bcbb.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-mcp-reopen-hardening-e8f9a0.md,8fa92ca1cd2,2026-05-06 07:30:56 -0400,2824,adg-mcp-reopen-hardening-e8f9a0.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-mcp-reopen-hardening.md,6477883502e,2026-04-27 08:55:24 -0400,2040,adg-mcp-reopen-hardening.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-pipeline-e2e-5287a1.md,6477883502e,2026-04-27 08:55:24 -0400,14109,adg-pipeline-e2e-5287a1.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-pipeline-simplification-e2e-9b4c27.md,6477883502e,2026-04-27 08:55:24 -0400,23204,adg-pipeline-simplification-e2e-9b4c27.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-precommit-optimization-review-a1b2c3.md,c79c0aee858,2026-05-06 06:39:51 -0400,11129,adg-precommit-optimization-review-a1b2c3.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-prompt-assembly-hardening-c4e8a1.md,6477883502e,2026-04-27 08:55:24 -0400,29400,adg-prompt-assembly-hardening-c4e8a1.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-repair-orchestrator-8d4163.md,20f413ffbf5,2026-04-01 14:39:03 -0400,13400,adg-repair-orchestrator-8d4163.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-repair-orchestrator-enhancement-02c1fc.md,8fa92ca1cd2,2026-05-06 07:30:56 -0400,15616,adg-repair-orchestrator-enhancement-02c1fc.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-snapshot-regen-check-rg-chroma-e2f8b1.md,153652b9eb3,2026-06-07 06:37:48 -0400,3913,adg-snapshot-regen-check-rg-chroma-e2f8b1.md,SURVIVED_IN_CURRENT
.windsurf/plans,.windsurf/plans/adg-stub-test-dedup-7c3f91.md,6477883502e,2026-04-27 08:55:24 -0400,6513,adg-stub-test-dedup-7c3f91.md,LOST_RECOVERED
.windsurf/plans,.windsurf/plans/adg-test-coverage-remediation-f5a9c2.md,c79c0aee858,2026-05-06 06:39:51 -0400,11864,adg-test-coverage-remediation-f5a9c2.md,SURVIVED_IN_CURRENT
